13:12:00.481 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listAllView belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.springboot.blog.controller.SysController}]] 
13:12:00.481 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listLastestArticle was fore-controller
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listLastestArticle belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listArticleInfo was fore-controller
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listArticleInfo belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listAllArticleInfo was fore-controller
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listAllArticleInfo belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.482 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getArticleById was fore-controller
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getArticleById belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listAllCategoryInfo was fore-controller
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listAllCategoryInfo belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listMessageByArticleId was fore-controller
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listMessageByArticleId belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addArticleComment was fore-controller
13:12:00.483 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addArticleComment belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.484 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method listAllComment was fore-controller
13:12:00.484 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: listAllComment belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.484 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addMessage was fore-controller
13:12:00.484 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addMessage belongs to groups: [[ResourceGroup{groupName='fore-controller', position=0, controller=com.springboot.blog.controller.ForeController}]] 
13:12:00.487 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/back-controller Description: back-controller Position: 0
13:12:00.487 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/fore-controller Description: fore-controller Position: 0
13:12:00.488 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/sys-controller Description: sys-controller Position: 0
13:12:00.504 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: java.lang.String(true)
13:12:00.504 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key java.lang.String(true)
13:12:00.509 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: java.lang.String(true)
13:12:00.509 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key java.lang.String(true)
13:12:00.512 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.springboot.blog.dto.ArticleDto(false)
13:12:00.512 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.springboot.blog.dto.ArticleDto(false)
